area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_inr,price_per_sqft
Built-up  Area,Ready To Move,Nagavara Main Road,4 BHK,2482.0,4.0,0.0,103.37,4,10337000.0,4164.786462530217
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1492.5,3.0,3.0,89.8,3,8980000.0,6016.750418760469
Super built-up  Area,Ready To Move,Thanisandra Phase 2,4 BHK,2077.0,4.0,0.0,91.36,4,9136000.0,4398.651901781415
Carpet  Area,Ready To Move,Kr Puram,2 BHK,1124.0,2.0,0.0,52.36,2,5236000.0,4658.362989323843
Super built-up  Area,19-Mar,Bellandur,3 Bedroom,1723.0,2.0,0.0,109.4,3,10940000.0,6349.390597794544
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1738.0,3.0,3.0,64.75,3,6475000.0,3725.5466052934407
Built-up  Area,18-Nov,Rt Nagar,3 BHK,1694.0,3.0,2.0,104.35,3,10435000.0,6159.976387249115
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,949.0,2.0,1.0,71.61,2,7161000.0,7545.837723919915
Super built-up  Area,18-Nov,Bellandur,2 BHK,933.8759640000001,2.0,0.0,69.5,2,6950000.0,7442.1018078585
Super built-up  Area,Ready To Move,Yeshwanthpur,3 Bedroom,2132.0,3.0,0.0,133.53,3,13353000.0,6263.13320825516
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1227.0,2.0,2.0,51.69,2,5169000.0,4212.7139364303175
Super built-up  Area,19-Aug,Haralur Road Block,2 BHK,909.71,2.0,0.0,98.34,2,9834000.0,10810.0383638742
Super built-up  Area,19-Mar,Basavanagudi,5 Bedroom,2431.1925,5.0,0.0,223.85,5,22385000.0,9207.415702376507
Super built-up  Area,18-Dec,Vijayanagar,2 BHK,1108.0,2.0,2.0,67.91,2,6791000.0,6129.061371841155
Super built-up  Area,Ready To Move,Dodballapur Road Phase 1,3 BHK,1340.0,3.0,2.0,46.0,3,4600000.0,3432.8358208955224
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,2089.97,4.0,3.0,112.17,4,11217000.0,5367.062685110313
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,1318.5,3.0,1.0,70.34,3,7034000.0,5334.850208570345
Built-up  Area,19-Mar,Sarjapur Road,2 BHK,1226.0,1.0,0.0,78.67,2,7867000.0,6416.802610114192
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,1879.0,3.0,1.0,86.62,3,8662000.0,4609.898882384247
Super built-up  Area,Ready To Move,Hsr Layout,3 BHK,1915.0,4.0,0.0,142.79,3,14279000.0,7456.3968668407315
Super built-up  Area,Ready To Move,Varthur,2 BHK,1306.15,2.0,0.0,65.49,2,6548999.999999999,5013.972361520498
Built-up  Area,Ready To Move,Yeshwanthpur,2 Bedroom,1031.8275,2.0,0.0,72.41,2,7241000.0,7017.645875885261
Super built-up  Area,Ready To Move,Hsr Layout,3 BHK,1924.0,3.0,0.0,143.67,3,14366999.999999998,7467.255717255716
Built-up  Area,Ready To Move,Singasandra Extension,3 BHK,1753.2900000000002,2.0,3.0,144.58,3,14458000.000000002,8246.211408266745
Super built-up  Area,Ready To Move,Old Airport Road Colony,2 BHK,1204.588049,2.0,1.0,64.29,2,6429000.000000001,5337.094291560584
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1447.82,3.0,2.0,74.5,3,7450000.0,5145.667279081654
Built-up  Area,18-Nov,Hennur,3 BHK,1497.0,3.0,0.0,94.39,3,9439000.0,6305.277221108884
Super built-up  Area,19-Aug,Begur Gardens,2 BHK,938.0,1.0,1.0,87.86,2,8786000.0,9366.737739872067
Super built-up  Area,18-Nov,Subramanyapura Stage 2,4 BHK,2604.5,4.0,3.0,117.94,4,11794000.0,4528.316375503936
Super built-up  Area,18-Dec,Kaggadasapura Block,3 BHK,2107.57162,3.0,1.0,143.53,3,14353000.0,6810.20747470494
Built-up  Area,18-Dec,Kr Puram,2 BHK,812.0,2.0,0.0,34.9,2,3490000.0,4298.029556650246
Plot  Area,18-Jun,Kengeri,1 BHK,601.0,1.0,3.0,24.33,1,2433000.0,4048.252911813644
Super built-up  Area,19-Mar,Kr Puram,3 BHK,2110.0,3.0,0.0,102.14,3,10214000.0,4840.758293838862
Super built-up  Area,Ready To Move,Btm Layout,2 BHK,1371.12,2.0,2.0,87.48,2,8748000.0,6380.185541746893
Built-up  Area,Ready To Move,Ambalipura Extension,3 BHK,1440.5,3.0,0.0,80.11,3,8011000.0,5561.263450190906
Carpet  Area,18-Jun,Basavanagudi,4 Bedroom,2260.0,4.0,1.0,195.1,4,19510000.0,8632.743362831858
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1356.0,2.0,1.0,62.73,2,6273000.0,4626.1061946902655
Built-up  Area,Ready To Move,Kaggadasapura Block,2 BHK,1121.0,2.0,0.0,69.26,2,6926000.000000001,6178.412132024979
Super built-up  Area,Ready To Move,Marathahalli,3 Bedroom,1556.97,4.0,1.0,91.69,3,9169000.0,5889.002357142398
Super built-up  Area,19-May,Ramamurthy Nagar Cross,3 BHK,1530.0,4.0,3.0,91.43,3,9143000.0,5975.816993464052
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1772.0,4.0,2.0,155.97,3,15597000.0,8801.918735891648
Super built-up  Area,Ready To Move,Vijayanagar,5 Bedroom,3374.81,5.0,0.0,218.37,5,21837000.0,6470.586492276602
Super built-up  Area,Ready To Move,Horamavu Stage 2,3 Bedroom,2127.25,4.0,2.0,233.39,3,23339000.0,10971.442002585498
Plot  Area,Ready To Move,Malleshwaram,2 BHK,1255.0,2.0,1.0,104.9,2,10490000.0,8358.565737051793
Carpet  Area,Ready To Move,Koramangala,2 BHK,1387.0,2.0,2.0,187.84,2,18784000.0,13542.898341744773
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1203.0,1.0,3.0,58.99,2,5899000.0,4903.574397339983
Built-up  Area,18-Jun,Vasanthapura Phase 1,2 BHK,1057.0,2.0,2.0,106.13,2,10613000.0,10040.681173131505
Built-up  Area,Ready To Move,Whitefield,2 BHK,885.223136,2.0,1.0,49.58,2,4958000.0,5600.847739252943
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,1435.0,3.0,0.0,65.17,3,6517000.0,4541.463414634146
Carpet  Area,Ready To Move,Sompura Main Road,2 BHK,1307.88,3.0,1.0,76.5,2,7650000.0,5849.16047343793
Plot  Area,Ready To Move,Malleshwaram,3 BHK,1923.0,3.0,0.0,190.61,3,19061000.0,9912.116484659386
Super built-up  Area,Ready To Move,Pattandur Agrahara Phase 2,3 BHK,1894.86,3.0,2.0,89.62,3,8962000.0,4729.637018038272
Carpet  Area,18-Dec,Hsr Layout,3 BHK,1758.0,4.0,0.0,130.75,3,13075000.0,7437.428896473265
Built-up  Area,Ready To Move,Indiranagar,2 Bedroom,1404.0,2.0,2.0,177.85,2,17785000.0,12667.378917378917
Super built-up  Area,Ready To Move,Varthur,3 BHK,1935.0,3.0,2.0,93.27,3,9327000.0,4820.15503875969
Super built-up  Area,Ready To Move,Jp Nagar,5 BHK,3310.56,5.0,1.0,201.38,5,20138000.0,6082.958774346334
Super built-up  Area,Ready To Move,Kengeri,1 BHK,679.0,1.0,1.0,30.2,1,3020000.0,4447.717231222386
Built-up  Area,Ready To Move,Jp Nagar,3 BHK,1646.0,4.0,1.0,107.19,3,10719000.0,6512.150668286756
Built-up  Area,Ready To Move,Anekal Stage 2,3 BHK,1654.71,2.0,1.0,75.0,3,7500000.0,4532.516271733415
Built-up  Area,Ready To Move,Mahadevapura Nagar,1 Bedroom,528.0,2.0,1.0,19.67,1,1967000.0000000002,3725.3787878787884
Plot  Area,19-May,Marathahalli,4 Bedroom,2611.28,4.0,1.0,161.02,4,16102000.000000002,6166.324561134769
Built-up  Area,Ready To Move,Marathahalli,2 Bedroom,1417.0,2.0,0.0,81.46,2,8145999.999999999,5748.764996471418
Built-up  Area,Ready To Move,Banashankari,5 BHK,2579.5,5.0,0.0,166.53,5,16653000.0,6455.902306648575
Super built-up  Area,Ready To Move,Indiranagar,3 Bedroom,2142.0,3.0,1.0,253.69,3,25369000.0,11843.60410830999
Carpet  Area,Ready To Move,Ambalipura Phase 2,4 BHK,2356.5,4.0,2.0,233.68,4,23368000.0,9916.401442817738
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,1350.0,2.0,0.0,142.15,3,14215000.0,10529.62962962963
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1010.0,1.0,3.0,42.07,2,4207000.0,4165.346534653465
Super built-up  Area,Ready To Move,Devanahalli Extension,2 Bedroom,925.65,2.0,2.0,91.98,2,9198000.0,9936.801166747691
Super built-up  Area,Ready To Move,Marathahalli,5 BHK,3454.0,6.0,3.0,182.91,5,18291000.0,5295.599305153445
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1462.0,2.0,3.0,81.62,2,8162000.0,5582.763337893297
Plot  Area,19-Aug,Marathahalli,2 BHK,1281.0,3.0,1.0,75.64,2,7564000.0,5904.761904761905
Built-up  Area,Ready To Move,Sarjapur Road,4 Bedroom,2196.0,4.0,1.0,136.48,4,13647999.999999998,6214.9362477231325
Carpet  Area,Ready To Move,Uttarahalli,2 BHK,1264.98,2.0,2.0,57.63,2,5763000.0,4555.803253806384
Built-up  Area,Ready To Move,Malleshwaram,2 Bedroom,1276.0,3.0,1.0,144.68,2,14468000.0,11338.557993730408
Super built-up  Area,Ready To Move,Basavanagudi,4 BHK,2497.0,4.0,0.0,260.3,4,26030000.0,10424.509411293553
Super built-up  Area,18-Dec,Kengeri,5 Bedroom,2336.0,6.0,1.0,92.5,5,9250000.0,3959.7602739726026
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,2429.5,4.0,2.0,114.02,4,11402000.0,4693.146738011937
Built-up  Area,Ready To Move,Kengeri,3 Bedroom,1751.0,2.0,2.0,81.97,3,8197000.0,4681.324957167333
Carpet  Area,Ready To Move,Indiranagar,2 BHK,858.0,3.0,1.0,106.59,2,10659000.0,12423.076923076924
Plot  Area,Ready To Move,Electronic City,2 BHK,1000.0,1.0,2.0,37.74,2,3774000.0,3774.0
Built-up  Area,Ready To Move,Yeshwanthpur,4 BHK,2732.5,5.0,0.0,165.7,4,16569999.999999998,6064.043915827996
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2066.0,3.0,2.0,217.61,3,21761000.0,10532.913843175218
Super built-up  Area,18-Nov,Indiranagar,5 BHK,2960.0,4.0,1.0,314.86,5,31486000.0,10637.162162162162
Built-up  Area,18-Jun,Vijayanagar,1 BHK,599.08,2.0,3.0,31.38,1,3138000.0,5238.031648527743
Plot  Area,19-Mar,Dodballapur Road Phase 1,1 BHK,478.4,1.0,0.0,15.88,1,1588000.0,3319.3979933110368
Carpet  Area,19-Aug,Jp Nagar,2 BHK,1417.0,3.0,2.0,114.2,2,11420000.0,8059.280169371912
Plot  Area,Ready To Move,Jayanagar,4 BHK,2080.5,4.0,1.0,196.91,4,19691000.0,9464.55179043499
Built-up  Area,19-Aug,Indiranagar,1 BHK,586.0,1.0,1.0,72.46,1,7245999.999999999,12365.187713310579
Carpet  Area,Ready To Move,Indiranagar,3 BHK,1921.17,3.0,2.0,203.43,3,20343000.0,10588.859913490216
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1262.0,2.0,2.0,90.09,2,9009000.0,7138.668779714739
Built-up  Area,Ready To Move,Ambalipura Extension,3 BHK,2082.5,3.0,3.0,107.36,3,10736000.0,5155.3421368547415
Super built-up  Area,Ready To Move,Kaggadasapura Block,2 BHK,955.0,2.0,0.0,59.32,2,5932000.0,6211.51832460733
Super built-up  Area,18-Nov,Hebbal,5 Bedroom,3025.5,4.0,3.0,226.64,5,22664000.0,7490.993224260453
Super built-up  Area,Ready To Move,Whitefield,1 BHK,392.0,2.0,2.0,23.91,1,2391000.0,6099.489795918367
Built-up  Area,Ready To Move,Electronic City,4 BHK,1873.08,4.0,2.0,80.72,4,8072000.0,4309.479573750187
Super built-up  Area,Ready To Move,Other,2 BHK,1332.0,2.0,2.0,127.55,2,12755000.0,9575.825825825827
Built-up  Area,Ready To Move,Whitefield Hope Farm Extension,1 BHK,380.0,1.0,1.0,18.15,1,1814999.9999999998,4776.315789473683
Plot  Area,Ready To Move,Vasanthapura Extension,2 BHK,1081.0,1.0,2.0,93.02,2,9302000.0,8604.9953746531
Super built-up  Area,Ready To Move,Chandapura Main Road,2 BHK,1152.5,2.0,1.0,108.73,2,10873000.0,9434.273318872018
Plot  Area,Ready To Move,Vijayanagar,2 BHK,1169.0,2.0,0.0,82.94,2,8294000.0,7094.952951240376
Super built-up  Area,Ready To Move,Nallurhalli Main Road,3 BHK,1546.0,3.0,2.0,107.89,3,10789000.0,6978.654592496766
Super built-up  Area,19-Mar,Subramanyapura Main Road,3 BHK,1808.0,2.0,2.0,111.89,3,11189000.0,6188.6061946902655
Carpet  Area,18-Nov,Hebbal,5 Bedroom,2134.0,4.0,1.0,166.95,5,16694999.999999998,7823.336457357075
Super built-up  Area,Ready To Move,Anekal Stage 2,4 BHK,2670.08,3.0,3.0,134.12,4,13412000.0,5023.0704697986575
Built-up  Area,Ready To Move,Domlur,2 BHK,973.0,2.0,0.0,117.18,2,11718000.0,12043.165467625899
Plot  Area,Ready To Move,Uttarahalli,2 BHK,895.36,3.0,0.0,45.79,2,4579000.0,5114.144031451036
Super built-up  Area,19-May,Vijayanagar,4 Bedroom,2318.15,4.0,1.0,146.86,4,14686000.000000002,6335.224208959731
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1257.0,2.0,1.0,50.59,2,5059000.0,4024.661893396977
Super built-up  Area,18-Nov,Marathahalli,4 Bedroom,1846.0,4.0,2.0,120.63,4,12063000.0,6534.669555796317
Built-up  Area,Ready To Move,Banashankari,3 BHK,1350.0,3.0,1.0,95.67,3,9567000.0,7086.666666666667
Super built-up  Area,Ready To Move,Gunjur Stage 2,3 BHK,1987.0,3.0,3.0,191.14,3,19114000.0,9619.526925012582
Super built-up  Area,Ready To Move,Yelenahalli Enclave,4 Bedroom,2321.0,4.0,0.0,154.09,4,15409000.0,6638.948728996123
Built-up  Area,Ready To Move,Varthur,1 BHK,533.0,1.0,0.0,25.98,1,2598000.0,4874.296435272045
Built-up  Area,19-Mar,Marathahalli,4 BHK,2391.4440000000004,4.0,1.0,171.39,4,17139000.0,7166.799640719162
Super built-up  Area,Ready To Move,Koramangala,5 BHK,3010.0,6.0,0.0,394.72,5,39472000.0,13113.621262458471
Super built-up  Area,19-Aug,Kanakapura Road,1 BHK,522.72,1.0,2.0,20.17,1,2017000.0000000002,3858.6623813896545
Built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,2559.0,5.0,3.0,127.8,4,12780000.0,4994.138335287222
Super built-up  Area,Ready To Move,Subramanyapura Stage 2,3 Bedroom,1964.0,3.0,2.0,84.54,3,8454000.0,4304.480651731161
Super built-up  Area,Ready To Move,Varthur,6 BHK,4045.28,6.0,3.0,185.28,6,18528000.0,4580.152671755725
Built-up  Area,Ready To Move,Whitefield,4 BHK,2182.0,4.0,1.0,113.19,4,11319000.0,5187.442713107241
Built-up  Area,Ready To Move,Basavanagudi,3 BHK,2014.5,3.0,1.0,173.4,3,17340000.0,8607.594936708861
Built-up  Area,19-May,Sonnenahalli Main Road,1 BHK,603.0,1.0,0.0,59.8,1,5980000.0,9917.081260364843
Built-up  Area,Ready To Move,Yelenahalli Enclave,3 BHK,1341.45,4.0,1.0,98.14,3,9814000.0,7315.964068731596
Built-up  Area,19-Mar,Btm Layout,2 Bedroom,1290.161054,1.0,1.0,93.94,2,9394000.0,7281.261491249449
Super built-up  Area,Ready To Move,Sonnenahalli Main Road,1 BHK,438.0,1.0,1.0,43.89,1,4389000.0,10020.547945205479
Built-up  Area,Ready To Move,Kadugodi Colony,3 Bedroom,1701.5,3.0,2.0,79.6,3,7959999.999999999,4678.225095503966
Built-up  Area,Ready To Move,Ramamurthy Nagar Cross,2 BHK,1144.0,2.0,0.0,67.54,2,6754000.000000001,5903.846153846154
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,515.0,1.0,1.0,60.83,1,6083000.0,11811.650485436894
Built-up  Area,Ready To Move,Hebbal,1 Bedroom,520.5,2.0,0.0,35.44,1,3544000.0,6808.837656099904
Super built-up  Area,19-Aug,Singasandra Main Road,3 BHK,1361.0,3.0,2.0,84.59,3,8459000.0,6215.282880235121
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,1316.5,2.0,2.0,99.13,2,9913000.0,7529.813900493733
Super built-up  Area,Ready To Move,Mahadevapura Stage 2,1 BHK,631.62,1.0,2.0,56.94,1,5694000.0,9014.914030588012
Built-up  Area,19-Aug,Electronic City,3 BHK,1461.0,3.0,3.0,50.61,3,5061000.0,3464.065708418891
Built-up  Area,18-Nov,Mahadevapura Nagar,2 BHK,913.66,2.0,0.0,39.7,2,3970000.0000000005,4345.161219709739
Super built-up  Area,Ready To Move,Btm Layout,1 BHK,448.0,2.0,2.0,31.77,1,3177000.0,7091.517857142857
Built-up  Area,19-May,Bellandur,2 Bedroom,1323.0,1.0,2.0,92.61,2,9261000.0,7000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,1992.66,3.0,3.0,156.22,3,15622000.0,7839.771963104594
Super built-up  Area,18-Jun,Sarjapur Road,2 BHK,834.0,2.0,2.0,56.26,2,5626000.0,6745.803357314148
Super built-up  Area,19-May,Singasandra Nagar,2 BHK,1251.5,3.0,2.0,120.5,2,12050000.0,9628.445864962045
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1802.0,3.0,1.0,81.79,3,8179000.000000001,4538.845726970034
Built-up  Area,Ready To Move,Jp Nagar,2 Bedroom,1316.0,2.0,1.0,88.03,2,8803000.0,6689.209726443769
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1622.5,4.0,1.0,103.75,3,10375000.0,6394.453004622496
Carpet  Area,Ready To Move,Indiranagar,2 BHK,1047.0,2.0,0.0,120.18,2,12018000.0,11478.510028653294
Plot  Area,18-Nov,Jayanagar,2 BHK,1066.2719339999999,2.0,3.0,107.21,2,10721000.0,10054.658345719903
Built-up  Area,19-Mar,Indiranagar,4 BHK,2765.89,3.0,1.0,368.75,4,36875000.0,13332.055866285355
Built-up  Area,18-Nov,Chandapura Main Road,2 Bedroom,1408.68,2.0,1.0,109.11,2,10911000.0,7745.549024618792
Super built-up  Area,19-Aug,Kanakapura Road,4 BHK,2423.5,4.0,3.0,121.55,4,12155000.0,5015.473488755932
Plot  Area,Ready To Move,Kr Puram,1 BHK,620.0,1.0,2.0,30.99,1,3099000.0,4998.387096774193
Built-up  Area,19-Aug,Indiranagar,3 BHK,1883.0,3.0,3.0,215.24,3,21524000.0,11430.695698353691
Carpet  Area,Ready To Move,Hennur,1 BHK,402.93,1.0,1.0,23.23,1,2323000.0,5765.269401633038
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,1973.8125,3.0,0.0,90.54,3,9054000.0,4587.0618409803365
Super built-up  Area,Ready To Move,Indiranagar,4 Bedroom,1841.5,4.0,3.0,228.3,4,22830000.0,12397.502036383383
Built-up  Area,Ready To Move,Nagavara Main Road,3 BHK,2052.5,3.0,0.0,84.27,3,8427000.0,4105.724725943971
Super built-up  Area,Ready To Move,Ramamurthy Nagar Stage 2,3 BHK,1347.6,3.0,1.0,138.15,3,13815000.0,10251.558325912734
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,1440.0,1.0,1.0,57.04,2,5704000.0,3961.1111111111113
Carpet  Area,Ready To Move,Banashankari,2 BHK,915.85,2.0,2.0,55.51,2,5551000.0,6061.036195883606
Super built-up  Area,18-Jun,Whitefield,2 BHK,1180.73,2.0,1.0,71.7,2,7170000.0,6072.514461392529
Super built-up  Area,19-Aug,Sarjapur Road,1 BHK,609.84,1.0,0.0,25.98,1,2598000.0,4260.133805588351
Plot  Area,Ready To Move,Hsr Layout,2 Bedroom,1064.4975,3.0,2.0,80.13,2,8013000.0,7527.495367532569
Super built-up  Area,Ready To Move,Electronic City,1 BHK,435.6,1.0,3.0,15.97,1,1597000.0,3666.207529843893
Super built-up  Area,19-Aug,Doddakannelli Gardens,1 BHK,726.0,1.0,0.0,32.11,1,3211000.0,4422.865013774105
Super built-up  Area,18-Jun,Banashankari,1 BHK,483.0,1.0,0.0,29.38,1,2938000.0,6082.815734989648
Plot  Area,Ready To Move,Chandapura Stage 2,2 BHK,1291.0,2.0,2.0,121.01,2,12101000.0,9373.353989155694
Built-up  Area,Ready To Move,Haralur Road Block,3 BHK,2002.51,3.0,2.0,195.13,3,19513000.0,9744.270939970338
Built-up  Area,Ready To Move,Hebbal,4 BHK,2622.312,4.0,0.0,187.46,4,18746000.0,7148.653554573217
Built-up  Area,18-Jun,Dodballapur Road Phase 2,2 BHK,1059.44,2.0,1.0,99.23,2,9923000.0,9366.268972287246
Super built-up  Area,19-Aug,Banashankari,3 BHK,1684.0,2.0,3.0,122.03,3,12203000.0,7246.437054631829
Super built-up  Area,Ready To Move,Mahadevapura Colony,3 BHK,1713.0,4.0,0.0,63.17,3,6317000.0,3687.6824284880327
Built-up  Area,18-Nov,Yelahanka,2 BHK,1061.66,2.0,3.0,40.82,2,4082000.0,3844.9221031215266
Super built-up  Area,18-Dec,Yelahanka,2 BHK,1318.4701109999999,2.0,0.0,61.5,2,6150000.0,4664.497093025115
Super built-up  Area,Ready To Move,Electronic City,5 BHK,3207.5,5.0,3.0,127.44,5,12744000.0,3973.1878409976616
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,1146.1725,1.0,1.0,77.29,2,7729000.000000001,6743.313070240301
Carpet  Area,Ready To Move,Malleshwaram,3 BHK,1591.5,2.0,0.0,161.33,3,16133000.000000002,10136.977693999374
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1753.2900000000002,3.0,3.0,158.88,3,15888000.0,9061.820919528429
Built-up  Area,19-May,Sarjapur Road,5 BHK,2845.0125,5.0,2.0,165.1,5,16510000.0,5803.137947548561
Super built-up  Area,Ready To Move,Domlur,1 BHK,715.0,1.0,0.0,71.91,1,7191000.0,10057.342657342657
Super built-up  Area,Ready To Move,Hebbal,2 Bedroom,1084.0,1.0,1.0,77.52,2,7752000.0,7151.291512915129
Super built-up  Area,Ready To Move,Vasanthapura Phase 1,3 BHK,1368.0,2.0,0.0,115.33,3,11533000.0,8430.555555555555
Super built-up  Area,Ready To Move,Jp Nagar,3 BHK,1628.0,3.0,0.0,100.01,3,10001000.0,6143.120393120393
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1076.0,2.0,1.0,67.8,2,6780000.0,6301.115241635688
Built-up  Area,Ready To Move,Jp Nagar,2 BHK,1399.0,1.0,1.0,80.47,2,8047000.0,5751.965689778413
Super built-up  Area,19-Mar,Btm Layout,2 BHK,1021.0,2.0,0.0,68.01,2,6801000.000000001,6661.116552399609
Plot  Area,19-Aug,Sarjapur Road,2 BHK,943.0,2.0,2.0,48.0,2,4800000.0,5090.1378579003185
Super built-up  Area,Ready To Move,Varthur,2 BHK,1191.0,3.0,2.0,49.2,2,4920000.0,4130.982367758186
Super built-up  Area,19-Mar,Attibele Phase 1,2 BHK,1189.0,2.0,1.0,114.95,2,11495000.0,9667.788057190917
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1632.0,3.0,2.0,96.91,3,9691000.0,5938.112745098039
Built-up  Area,Ready To Move,Banashankari,3 BHK,2121.51,3.0,0.0,120.95,3,12095000.0,5701.127970172188
Super built-up  Area,19-Mar,Jp Nagar,2 BHK,1267.0,2.0,2.0,98.46,2,9846000.0,7771.112865035517
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1323.0,2.0,2.0,109.68,2,10968000.0,8290.249433106575
Super built-up  Area,Ready To Move,Bellandur,2 BHK,871.2,2.0,3.0,64.37,2,6437000.0,7388.659320477502
Super built-up  Area,19-Aug,Hebbal,6 BHK,4117.0,5.0,2.0,268.2,6,26820000.0,6514.452271071168
Super built-up  Area,Ready To Move,Yelahanka,3 Bedroom,1344.0,2.0,0.0,56.85,3,5685000.0,4229.910714285715
Super built-up  Area,Ready To Move,Chikkabanavara Enclave,2 BHK,1175.0,2.0,1.0,105.09,2,10509000.0,8943.829787234043
Carpet  Area,Ready To Move,Doddakannelli Enclave,4 BHK,2262.0,4.0,2.0,223.15,4,22315000.0,9865.163572060124
Carpet  Area,Ready To Move,Yelahanka,2 BHK,910.97,2.0,2.0,40.53,2,4053000.0,4449.103702646629
Built-up  Area,19-Mar,Basavanagudi,2 BHK,963.0,2.0,1.0,99.41,2,9941000.0,10322.94911734164
Built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,1912.0,3.0,0.0,87.77,4,8777000.0,4590.481171548117
Super built-up  Area,Ready To Move,Hebbal,1 BHK,439.0,1.0,1.0,33.11,1,3311000.0,7542.141230068337
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1086.0,2.0,1.0,70.23,2,7023000.0,6466.850828729282
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,473.0,2.0,1.0,17.34,1,1734000.0,3665.9619450317123
Carpet  Area,Ready To Move,Kumaraswamy Layout Phase 1,3 BHK,2020.0,4.0,1.0,113.85,3,11385000.0,5636.138613861386
Built-up  Area,Ready To Move,Sompura Main Road,3 BHK,1797.0,4.0,2.0,103.99,3,10399000.0,5786.867000556483
Plot  Area,Ready To Move,Hsr Layout,4 BHK,2717.0,4.0,2.0,200.02,4,20002000.0,7361.796098638204
Super built-up  Area,19-Mar,Jp Nagar,4 Bedroom,2063.0,4.0,1.0,137.34,4,13734000.0,6657.295201163354
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,2276.0099999999998,5.0,2.0,126.08,4,12608000.0,5539.5187191620425
Super built-up  Area,Ready To Move,Vidyaranyapura Township,2 BHK,1369.0,2.0,1.0,88.87,2,8887000.0,6491.599707815924
Super built-up  Area,18-Dec,Horamavu Nagar,4 BHK,1852.0,4.0,0.0,88.34,4,8834000.0,4769.978401727862
Super built-up  Area,Ready To Move,Bellandur,2 Bedroom,1195.81,2.0,2.0,69.07,2,6906999.999999999,5776.001204204681
Built-up  Area,Ready To Move,Hebbal,2 Bedroom,1378.02,1.0,3.0,87.67,2,8767000.0,6362.026675955356
Super built-up  Area,Ready To Move,Sonnenahalli Main Road,3 BHK,2200.0,3.0,2.0,185.51,3,18551000.0,8432.272727272728
Carpet  Area,Ready To Move,Sarjapur Road,2 BHK,1054.89,1.0,2.0,57.36,2,5736000.0,5437.533771293689
Carpet  Area,Ready To Move,Banashankari,2 BHK,1072.0,1.0,2.0,54.89,2,5489000.0,5120.335820895522
Built-up  Area,18-Dec,Malleshwaram,2 BHK,1422.0,2.0,0.0,108.36,2,10836000.0,7620.2531645569625
